Sentencing.court,Aggravating.72,Mitigating.36,disorder,affray,GBH,intent,common,custody
43,,,,,,,,
43,under influence drugs/alcohol,,,,,,,immediate custody
43,,,,,,,,
43,,genuine remorse,,,,,,
43,,genuine remorse,,,,,,
43,,genuine remorse,,,,,,immediate custody
43,,,,,,,,
43,,genuine remorse,,,,,,
43,,,,,,,,immediate custody
43,,,,,,,,
43,,,,,,,,
43,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
43,,,,,,,,
43,,genuine remorse,,,,,,
43,,,,,,,,immediate custody
43,,,,,,,,immediate custody
43,under influence drugs/alcohol,,,,,,,
43,under influence drugs/alcohol,genuine remorse,,,,,,
43,,,,,,,,immediate custody
43,,,,,,,,immediate custody
43,under influence drugs/alcohol,,,,,,,
43,under influence drugs/alcohol,,,,,,,
43,under influence drugs/alcohol,genuine remorse,,,,,,
43,,,,,,,,immediate custody
43,,,,,,,,immediate custody
43,,,,,,,,immediate custody
43,under influence drugs/alcohol,,,,,,,
43,,,,,,,,
43,,,,,,,,
43,under influence drugs/alcohol,genuine remorse,,,,,,
43,,genuine remorse,,,,,,
43,,,,,,,,
43,,,,,,,,
43,,,,,,,,
43,,,,,,,,
43,under influence drugs/alcohol,genuine remorse,,,,,,
43,,genuine remorse,,,,,,
43,under influence drugs/alcohol,,,,,,,immediate custody
43,,genuine remorse,,,,,,
43,,genuine remorse,,,,,,
43,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
43,,,,,,,,immediate custody
43,,genuine remorse,,,,,,
43,,,,,,,,immediate custody
43,,genuine remorse,,,,,,
43,under influence drugs/alcohol,,,,,,,
43,,genuine remorse,,,,,,
43,,genuine remorse,,,,,,
43,,,,,,,,
43,,genuine remorse,,,,,,
43,,,,,,,,
43,,,,,,,,immediate custody
43,,genuine remorse,,,,,,
43,under influence drugs/alcohol,,,,,,,immediate custody
43,,,,,,,,immediate custody
43,under influence drugs/alcohol,,,,,,,immediate custody
43,,,,,,,,immediate custody
43,,,,,,,,
43,,,,,,,,
43,,genuine remorse,,,,,,
43,,,,,,,,immediate custody
43,,,,,,,,
43,under influence drugs/alcohol,,,,,,,
43,under influence drugs/alcohol,,,,,,,
43,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
43,,genuine remorse,,,,,,
43,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
43,,,,,,,,immediate custody
43,,,,,,,,
43,under influence drugs/alcohol,genuine remorse,,,,,,
43,under influence drugs/alcohol,genuine remorse,,,,,,
43,,genuine remorse,,,,,,
43,,genuine remorse,,,,,,
43,,,,,,,,
43,,genuine remorse,,,,,,
43,,genuine remorse,,,,,,
43,,genuine remorse,,,,,,immediate custody
43,,genuine remorse,,,,,,
43,,,,,,,,
43,under influence drugs/alcohol,,,,,,,
43,,genuine remorse,,,,,,
43,,genuine remorse,,,,,,immediate custody
43,under influence drugs/alcohol,,,,,,,
43,,genuine remorse,,,,,,
43,,genuine remorse,,,,,,
43,,,,,,,,immediate custody
43,,,,,,,,
43,,,,,,,,
43,under influence drugs/alcohol,genuine remorse,,,,,,
43,,,,,,,,
43,,genuine remorse,,,,,,
43,under influence drugs/alcohol,genuine remorse,,,,,,
43,,,,,,,,
43,under influence drugs/alcohol,,,,,,,immediate custody
43,,,,,,,,
43,,,,affray,,,,
43,,,,affray,,,,
43,,,,affray,,,,immediate custody
43,,genuine remorse,,affray,,,,
43,under influence drugs/alcohol,genuine remorse,,affray,,,,
43,,,,affray,,,,immediate custody
43,,,,affray,,,,immediate custody
43,,,,affray,,,,
43,,genuine remorse,,affray,,,,
43,,,,affray,,,,immediate custody
43,,genuine remorse,,affray,,,,
43,,,,affray,,,,
43,,,,affray,,,,
43,under influence drugs/alcohol,,,affray,,,,immediate custody
43,,,,affray,,,,
43,,,,affray,,,,
43,,,,affray,,,,
43,,,,affray,,,,
43,,,,affray,,,,
43,,genuine remorse,,affray,,,,
43,,,,affray,,,,
43,,,,affray,,,,
43,,,,affray,,,,
43,,,,affray,,,,immediate custody
43,under influence drugs/alcohol,genuine remorse,,affray,,,,
43,,,,affray,,,,
43,under influence drugs/alcohol,,,affray,,,,immediate custody
43,under influence drugs/alcohol,genuine remorse,,affray,,,,
43,,,,affray,,,,
43,,,,affray,,,,immediate custody
43,,genuine remorse,,affray,,,,
43,,,,affray,,,,
43,,genuine remorse,,affray,,,,
43,,,,affray,,,,
43,,,,affray,,,,
43,,,,affray,,,,
43,,genuine remorse,,affray,,,,
43,,,,affray,,,,immediate custody
43,,,,affray,,,,immediate custody
43,under influence drugs/alcohol,,,affray,,,,
43,,genuine remorse,,affray,,,,
43,,genuine remorse,,affray,,,,
43,,,,affray,,,,
43,under influence drugs/alcohol,genuine remorse,,affray,,,,
43,under influence drugs/alcohol,genuine remorse,,affray,,,,
43,under influence drugs/alcohol,,,affray,,,,
43,,,,affray,,,,immediate custody
43,,,,affray,,,,
43,,,,affray,,,,immediate custody
43,,,,affray,,,,
43,,,,,,,common assault,immediate custody
43,,,,,,,common assault,
43,,,,,,,common assault,
43,,,,,,,common assault,
43,,,,,,,common assault,
43,,genuine remorse,,,,,common assault,
43,,,,,,,common assault,immediate custody
43,,,,,,,common assault,
43,,genuine remorse,,,,,common assault,immediate custody
43,under influence drugs/alcohol,,,,,,common assault,immediate custody
43,,genuine remorse,,,,,common assault,
43,under influence drugs/alcohol,,,,,,common assault,immediate custody
43,under influence drugs/alcohol,,,,,,common assault,
43,under influence drugs/alcohol,,,,,,common assault,
43,,,,,,,common assault,immediate custody
43,under influence drugs/alcohol,genuine remorse,,,,,common assault,
43,,genuine remorse,,,,,common assault,
43,under influence drugs/alcohol,genuine remorse,,,,,common assault,
43,,,,,,,common assault,
43,,genuine remorse,,,,,common assault,
43,,genuine remorse,,,,,common assault,
43,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
43,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
43,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
43,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
43,,,,,,grievous bodily harm with intent,,immediate custody
43,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
43,,,,,,grievous bodily harm with intent,,immediate custody
43,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
43,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
43,,,,,grievous bodily harm,,,immediate custody
43,,,,,grievous bodily harm,,,immediate custody
43,,genuine remorse,,,grievous bodily harm,,,immediate custody
43,,genuine remorse,,,grievous bodily harm,,,
43,,,,,grievous bodily harm,,,
43,,genuine remorse,,,grievous bodily harm,,,immediate custody
43,,,,,grievous bodily harm,,,immediate custody
43,,genuine remorse,,,grievous bodily harm,,,
43,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
43,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
43,,,,,,grievous bodily harm with intent,,immediate custody
43,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
43,,,,,,grievous bodily harm with intent,,immediate custody
43,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
43,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
43,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
43,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
43,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
43,,,,,grievous bodily harm,,,immediate custody
43,,,,,grievous bodily harm,,,immediate custody
43,,,,,grievous bodily harm,,,
43,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
43,,,,,,grievous bodily harm with intent,,immediate custody
43,,,,,,grievous bodily harm with intent,,immediate custody
43,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
43,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
43,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
43,,,,,grievous bodily harm,,,immediate custody
43,,genuine remorse,,,grievous bodily harm,,,
43,,genuine remorse,,,grievous bodily harm,,,
43,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
43,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
43,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
43,,,,,grievous bodily harm,,,
43,,,,,grievous bodily harm,,,
43,,genuine remorse,,,grievous bodily harm,,,immediate custody
43,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
43,under influence drugs/alcohol,,,,grievous bodily harm,,,
43,,genuine remorse,,,grievous bodily harm,,,
43,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
43,,,,,grievous bodily harm,,,
43,,,,,grievous bodily harm,,,immediate custody
43,,,,,grievous bodily harm,,,immediate custody
43,,genuine remorse,,,grievous bodily harm,,,
43,,,,,grievous bodily harm,,,immediate custody
43,,genuine remorse,,,grievous bodily harm,,,
43,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
43,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
43,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
43,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
43,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
43,,genuine remorse,,,grievous bodily harm,,,
43,,genuine remorse,,,grievous bodily harm,,,
43,,,,,grievous bodily harm,,,immediate custody
43,,genuine remorse,,,grievous bodily harm,,,
43,,,,,grievous bodily harm,,,
43,,,,,grievous bodily harm,,,immediate custody
43,,,,,grievous bodily harm,,,
43,,genuine remorse,,,grievous bodily harm,,,
43,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
43,,genuine remorse,,,grievous bodily harm,,,
43,,,,,grievous bodily harm,,,
43,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
43,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
43,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
43,,,,,grievous bodily harm,,,immediate custody
43,,genuine remorse,,,grievous bodily harm,,,
43,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
43,,,,,grievous bodily harm,,,immediate custody
43,,genuine remorse,,,grievous bodily harm,,,
43,,,,,grievous bodily harm,,,immediate custody
43,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
43,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
43,,,,,grievous bodily harm,,,immediate custody
43,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
43,,,,,grievous bodily harm,,,immediate custody
43,,,,,grievous bodily harm,,,immediate custody
43,,,,,grievous bodily harm,,,
43,,genuine remorse,,,grievous bodily harm,,,
43,,,,,grievous bodily harm,,,
43,,,violent disorder,,,,,immediate custody
28,under influence drugs/alcohol,genuine remorse,,affray,,,,
28,,,,affray,,,,
28,,,,affray,,,,
28,under influence drugs/alcohol,genuine remorse,,,,,,
28,,,,,,,,
28,,,,,,,,
28,under influence drugs/alcohol,genuine remorse,,,,,,
28,,genuine remorse,,,,,,immediate custody
28,,genuine remorse,,,,,,
28,under influence drugs/alcohol,,,,,,,
28,,genuine remorse,,,,,,
28,,genuine remorse,,,,,,immediate custody
28,,genuine remorse,,,,,,
28,,genuine remorse,,,,,,
28,,,,,,,,
28,,,,,,,,immediate custody
28,,,,,,,,
28,,genuine remorse,,,grievous bodily harm,,,immediate custody
28,,,,,grievous bodily harm,,,
28,,,,,,grievous bodily harm with intent,,immediate custody
28,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
28,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
28,,,,,,grievous bodily harm with intent,,immediate custody
28,,,,,,grievous bodily harm with intent,,immediate custody
28,,,,,,,common assault,
28,,genuine remorse,violent disorder,,,,,immediate custody
28,,,violent disorder,,,,,immediate custody
45,,,,,,,,
45,,genuine remorse,,,,,,
45,,,,,,,,
45,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
46,,genuine remorse,,,,,,immediate custody
46,under influence drugs/alcohol,,,,,,,
46,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
46,under influence drugs/alcohol,,,,,,,
46,,,,,,,,immediate custody
46,,,,,,,,immediate custody
46,under influence drugs/alcohol,,,,,,,
46,under influence drugs/alcohol,,,,,,,
46,under influence drugs/alcohol,,,,,,,immediate custody
46,,,,,,,,immediate custody
46,,genuine remorse,,,,,,
46,,,,,,,,
46,under influence drugs/alcohol,,,,,,,immediate custody
46,under influence drugs/alcohol,,,,,,,immediate custody
46,under influence drugs/alcohol,,,,,,,immediate custody
46,under influence drugs/alcohol,,,,,,,immediate custody
46,,,,,,,,
46,under influence drugs/alcohol,,,,,,,immediate custody
46,under influence drugs/alcohol,,,,,,,immediate custody
46,under influence drugs/alcohol,,,,,,,immediate custody
46,,,,,,,,immediate custody
46,,,,affray,,,,immediate custody
46,,genuine remorse,,affray,,,,immediate custody
46,,genuine remorse,,affray,,,,immediate custody
46,,,,affray,,,,immediate custody
46,,,,affray,,,,
46,,,,affray,,,,
46,,,,affray,,,,immediate custody
46,,,,affray,,,,
46,under influence drugs/alcohol,,,affray,,,,immediate custody
46,,,,affray,,,,
46,,,,affray,,,,
46,under influence drugs/alcohol,,,affray,,,,immediate custody
46,under influence drugs/alcohol,,,affray,,,,immediate custody
46,,,,,,,,
46,,,,,,,,immediate custody
46,,,,,,,,immediate custody
46,,,,,,,,
46,,,,,,,,
46,,genuine remorse,,,,,,immediate custody
46,,,,,,,,immediate custody
46,under influence drugs/alcohol,,,,,,,immediate custody
46,,,,,,,,immediate custody
46,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
46,under influence drugs/alcohol,,,,,,,immediate custody
46,,genuine remorse,,,grievous bodily harm,,,immediate custody
46,,,,,grievous bodily harm,,,immediate custody
46,,,,,grievous bodily harm,,,immediate custody
46,under influence drugs/alcohol,,,,grievous bodily harm,,,
46,,,,,grievous bodily harm,,,immediate custody
46,,,,,grievous bodily harm,,,immediate custody
46,,,,,,grievous bodily harm with intent,,immediate custody
46,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
46,,genuine remorse,,,,grievous bodily harm with intent,,
46,,,,,,,common assault,immediate custody
46,,,,,,,common assault,
46,,,,,,,common assault,
46,under influence drugs/alcohol,,,,,,common assault,
46,,,,,,,common assault,
46,,genuine remorse,,,,,common assault,
46,,,,,,,common assault,
46,,,,,,,common assault,
46,,,,,,,common assault,
47,under influence drugs/alcohol,,,,,,,
47,,,,,,,,immediate custody
47,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
47,,,,,,,,immediate custody
47,,,,,,,,immediate custody
47,,,,,,,,
47,under influence drugs/alcohol,,,,,,,immediate custody
47,,,,,,,,
47,,,,,,,,immediate custody
47,,genuine remorse,,,,,,
47,,,,,,,,immediate custody
47,,,,,,,,
47,,,,,,,,
47,,genuine remorse,,,,,,
47,,,,,,,,
47,,,,,,,,immediate custody
47,,genuine remorse,,,,,,
47,,,,,,,,
47,,genuine remorse,,,,,,
47,,,,affray,,,,
47,,,,,,,,
47,,,,affray,,,,
47,,,,affray,,,,
47,,,,affray,,,,immediate custody
47,,,,affray,,,,
47,under influence drugs/alcohol,genuine remorse,,affray,,,,
47,,,,affray,,,,
47,,,,affray,,,,
47,,,,affray,,,,
47,,,,affray,,,,immediate custody
47,,,,affray,,,,
47,,,,affray,,,,
47,,,,affray,,,,
47,,,,affray,,,,
47,,,,affray,,,,
47,,,,affray,,,,
47,,,,affray,,,,
47,under influence drugs/alcohol,genuine remorse,,affray,,,,immediate custody
47,,,,affray,,,,immediate custody
47,,,,affray,,,,
47,under influence drugs/alcohol,,,affray,,,,immediate custody
47,,genuine remorse,,affray,,,,
47,under influence drugs/alcohol,genuine remorse,,affray,,,,immediate custody
47,,,,affray,,,,
47,,,,affray,,,,
47,under influence drugs/alcohol,,,affray,,,,immediate custody
47,under influence drugs/alcohol,genuine remorse,,affray,,,,
47,,,,affray,,,,
47,,genuine remorse,,affray,,,,
47,,,,affray,,,,
47,,,,affray,,,,
47,,,,affray,,,,immediate custody
47,,,,affray,,,,
47,,,,affray,,,,immediate custody
47,under influence drugs/alcohol,genuine remorse,,affray,,,,
47,,,,,,,common assault,immediate custody
47,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
47,,genuine remorse,,,,,,
47,,genuine remorse,,,,,,
47,,,,,,,,
47,,,,,,,,
47,,genuine remorse,,,,,,
47,,,,,,,,immediate custody
47,,,,,,,,
47,,genuine remorse,,,,,,
47,,,,,,,,
47,,,,,,,,immediate custody
47,,,,,,,,
47,,genuine remorse,,,,,,immediate custody
47,under influence drugs/alcohol,genuine remorse,,,,,,
47,under influence drugs/alcohol,,,,,,,
47,under influence drugs/alcohol,,,,,,,
47,,genuine remorse,,,,,,
47,,,,,,,,
47,,,,,,,,immediate custody
47,,,,,,,,
47,,,,,,,,immediate custody
47,,,,,,,,
47,under influence drugs/alcohol,,,,,,,
47,,genuine remorse,,,,,,
47,,genuine remorse,,,,,,immediate custody
47,,genuine remorse,,,,,,
47,,genuine remorse,,,,,,
47,,,,,,,,immediate custody
47,,genuine remorse,,,,,,
47,,genuine remorse,,,,,,
47,,,,,,,,immediate custody
47,,,,,,,,immediate custody
47,,,,,,,,immediate custody
47,,,,,,,,immediate custody
47,,,,,,,,immediate custody
47,,genuine remorse,,,,,,immediate custody
47,,,,,,,,immediate custody
47,,,,,,,common assault,immediate custody
47,,,,,,,common assault,
47,,,,,,,common assault,immediate custody
47,,,,,,,common assault,
47,,,,,,,common assault,immediate custody
47,under influence drugs/alcohol,genuine remorse,,,,,common assault,immediate custody
47,,,,,,,common assault,
47,,,,,,,common assault,
47,,,,,,,common assault,immediate custody
47,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
47,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
47,,,,,,grievous bodily harm with intent,,immediate custody
47,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
47,,,,,,grievous bodily harm with intent,,immediate custody
47,,,,,,grievous bodily harm with intent,,immediate custody
47,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
47,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
47,,,,,,grievous bodily harm with intent,,immediate custody
47,,,,,grievous bodily harm,,,immediate custody
47,,genuine remorse,,,grievous bodily harm,,,immediate custody
47,,genuine remorse,,,grievous bodily harm,,,immediate custody
47,,,,,grievous bodily harm,,,immediate custody
47,,,,,grievous bodily harm,,,immediate custody
47,,genuine remorse,,,grievous bodily harm,,,
47,,,,,,grievous bodily harm with intent,,immediate custody
47,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
47,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
47,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
47,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
47,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
47,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
47,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
47,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
47,,genuine remorse,,,grievous bodily harm,,,
47,,,,,grievous bodily harm,,,immediate custody
47,,genuine remorse,,,grievous bodily harm,,,immediate custody
47,,genuine remorse,,,grievous bodily harm,,,immediate custody
47,,,,,grievous bodily harm,,,immediate custody
47,,,,,grievous bodily harm,,,
47,,,,,grievous bodily harm,,,
47,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
47,,,,,grievous bodily harm,,,immediate custody
47,,genuine remorse,,,grievous bodily harm,,,
47,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
47,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
47,,,,,grievous bodily harm,,,immediate custody
47,,genuine remorse,,,grievous bodily harm,,,
47,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
48,,genuine remorse,,,,,,
48,,,,,,,,
48,,genuine remorse,,,,,,
48,under influence drugs/alcohol,,,,,,,immediate custody
48,,,,,,,,immediate custody
48,under influence drugs/alcohol,,,,,,,immediate custody
48,,,,,,,,
48,,genuine remorse,,,,,,immediate custody
48,under influence drugs/alcohol,,,,,,,
48,under influence drugs/alcohol,genuine remorse,,affray,,,,immediate custody
48,,genuine remorse,,affray,,,,
48,,,,affray,,,,
48,under influence drugs/alcohol,,,affray,,,,
48,,,,affray,,,,
48,under influence drugs/alcohol,,,affray,,,,
48,,,,affray,,,,
48,,,,,,,,
48,,genuine remorse,,,,,,
48,,genuine remorse,,,,,,
48,under influence drugs/alcohol,,,affray,,,,
48,,,,,,,,
48,under influence drugs/alcohol,,,,,,,
48,,genuine remorse,,,,,,
48,under influence drugs/alcohol,,,,,,,immediate custody
48,,,,,,,,
48,under influence drugs/alcohol,genuine remorse,,,,,,
48,under influence drugs/alcohol,,,,,,,
48,,,,,,,,
48,,,,,grievous bodily harm,,,
48,,,,,grievous bodily harm,,,immediate custody
48,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
48,,,,,grievous bodily harm,,,immediate custody
48,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
48,,,,,grievous bodily harm,,,immediate custody
48,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
48,,,,,,grievous bodily harm with intent,,immediate custody
48,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
48,,,,,,grievous bodily harm with intent,,immediate custody
48,,,,,grievous bodily harm,,,
48,,genuine remorse,,,,grievous bodily harm with intent,,
48,,genuine remorse,,,,,common assault,
48,under influence drugs/alcohol,,,,,,common assault,immediate custody
48,,,,,,,common assault,immediate custody
50,,genuine remorse,,,,,,
50,,,,,,,,immediate custody
50,,,,,,,,
50,,genuine remorse,,,,,,
50,,genuine remorse,,,,,,
50,,,,,,,,
50,,,,,,,,immediate custody
50,,,,affray,,,,
50,,,,affray,,,,
50,,,,affray,,,,
50,,,,affray,,,,
50,,,,affray,,,,
50,,,,affray,,,,
50,,genuine remorse,,affray,,,,
50,,genuine remorse,,affray,,,,
50,,,,affray,,,,
50,,,,affray,,,,
50,under influence drugs/alcohol,,,,,,,immediate custody
50,,,,,,,,
50,,,,,,,,
50,under influence drugs/alcohol,genuine remorse,,,,,,
50,,,,,,,,
50,under influence drugs/alcohol,,,,,,,
50,,,,,,,,immediate custody
50,,,,,,,,immediate custody
50,,,,,,,,immediate custody
50,under influence drugs/alcohol,genuine remorse,,,,,,
50,,,,,,,,immediate custody
50,under influence drugs/alcohol,,,,,,,
50,,,,,,,,immediate custody
50,,,,,,,,
50,under influence drugs/alcohol,,,,,,,
50,,,,,,,common assault,immediate custody
50,,,,,,,common assault,immediate custody
50,,,,,,grievous bodily harm with intent,,immediate custody
50,,,,,,grievous bodily harm with intent,,immediate custody
50,,,,,,grievous bodily harm with intent,,immediate custody
50,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
50,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
50,,,,,,grievous bodily harm with intent,,immediate custody
50,,,,,,grievous bodily harm with intent,,immediate custody
50,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
50,,,,,grievous bodily harm,,,
50,,,,,grievous bodily harm,,,immediate custody
50,,,,,,grievous bodily harm with intent,,immediate custody
50,,,,,,grievous bodily harm with intent,,immediate custody
50,,genuine remorse,,,grievous bodily harm,,,immediate custody
50,,,,,grievous bodily harm,,,immediate custody
50,,,,,grievous bodily harm,,,
50,under influence drugs/alcohol,,,,grievous bodily harm,,,
50,,,,,grievous bodily harm,,,
50,under influence drugs/alcohol,,,,grievous bodily harm,,,
50,,,,,grievous bodily harm,,,
51,,,,,,,,immediate custody
51,,genuine remorse,,,,,,
51,,,,,,,,
51,,,,,,,,
51,,,,,,,,
51,,genuine remorse,,,,,,
51,,,,,,,,
51,,,,,,,,
51,,genuine remorse,,,,,,
51,,,,,,,,
51,,genuine remorse,,,,,,
51,,genuine remorse,,,,,,immediate custody
51,,,,,,,,
51,,,,,,,,
51,,,,,,,,
51,,,,,,,,
51,under influence drugs/alcohol,,,affray,,,,
51,,,,affray,,,,
51,,,,affray,,,,
51,,,,affray,,,,
51,,,,affray,,,,
51,,genuine remorse,,affray,,,,
51,,genuine remorse,,affray,,,,immediate custody
51,,,,affray,,,,
51,,,,affray,,,,immediate custody
51,,,,affray,,,,
51,,,,,,,,immediate custody
51,,,,,,,,immediate custody
51,,,,,,,,
51,,,,,,,,immediate custody
51,,genuine remorse,,,,,,
51,,,,,,,,
51,,,,,,,,
51,,,,,,,,immediate custody
51,,,,,,,,immediate custody
51,,,,,grievous bodily harm,,,
51,,,,,grievous bodily harm,,,immediate custody
51,,,,,grievous bodily harm,,,immediate custody
51,under influence drugs/alcohol,,,,grievous bodily harm,,,
51,,genuine remorse,,,grievous bodily harm,,,
51,under influence drugs/alcohol,,,,grievous bodily harm,,,
51,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
51,,,,,grievous bodily harm,,,immediate custody
51,,,,,grievous bodily harm,,,
51,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
51,,,,,,grievous bodily harm with intent,,immediate custody
51,,,,,,grievous bodily harm with intent,,immediate custody
51,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
51,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
51,,,,,,grievous bodily harm with intent,,immediate custody
51,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
51,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
51,,,,,,grievous bodily harm with intent,,immediate custody
51,under influence drugs/alcohol,,,,,,common assault,
51,,,,,,,common assault,
51,under influence drugs/alcohol,,,,,,common assault,immediate custody
51,,,,,,,common assault,
51,,,,,,,common assault,immediate custody
51,,,,,,,common assault,
51,,genuine remorse,,,,,common assault,
51,,,violent disorder,,,,,
52,under influence drugs/alcohol,genuine remorse,,,,,,
52,under influence drugs/alcohol,,,,,,,
52,,genuine remorse,,,,,,immediate custody
52,,genuine remorse,,,,,,
52,,,,,,,,immediate custody
52,,genuine remorse,,,,,,
52,,,,,,,,
52,,,,,,,,
52,,,,,,,,immediate custody
52,,genuine remorse,,,,,,
52,,,,affray,,,,
52,,,,affray,,,,immediate custody
52,under influence drugs/alcohol,,,affray,,,,immediate custody
52,,,,affray,,,,
52,,,,affray,,,,
52,,,,affray,,,,
52,,,,affray,,,,immediate custody
52,,,,affray,,,,
52,,genuine remorse,,affray,,,,
52,,,,affray,,,,
52,,,,affray,,,,
52,under influence drugs/alcohol,,,affray,,,,immediate custody
52,under influence drugs/alcohol,,,affray,,,,immediate custody
52,,,,affray,,,,
52,,,,,,,,immediate custody
52,,genuine remorse,,,,,,immediate custody
52,,genuine remorse,,,,,,
52,,,,,,,,immediate custody
52,,,,,,,,
52,,genuine remorse,,,,,,immediate custody
52,,,,,,,,
52,,,,,,,,
52,under influence drugs/alcohol,,,,,,,immediate custody
52,,,,,,,,immediate custody
52,,,,,,,,immediate custody
52,,,,,,,,
52,under influence drugs/alcohol,,,,,,common assault,immediate custody
52,under influence drugs/alcohol,,,,,,common assault,immediate custody
52,,,,,,,common assault,
52,,,,,,,common assault,
52,under influence drugs/alcohol,,,,,,common assault,immediate custody
52,,genuine remorse,,,,,common assault,
52,,,,,,,common assault,
52,,genuine remorse,,,,,common assault,
