Sentencing.court,Step1HigherCulpA,Step1HigherCulpC,Step1HigherCulpD,Step1HigherCulpF,Step1HigherCulpG,Step1HigherCulpI,Step1HigherCulpJ,Step1HigherHarmA,Step1HigherHarmB,Step1HigherHarmC,Step1LowerCulpA,Step1LowerCulpB,Step1LowerCulpC,Step1LowerCulpD,Step1LowerCulpE,Step1LowerHarmA,Aggravating.3,Aggravating.5,Aggravating.9,Aggravating.19,Aggravating.25,Aggravating.26,Aggravating.28,Aggravating.37,Aggravating.44,Aggravating.45,Aggravating.54,Aggravating.55,Aggravating.70,Aggravating.72,Mitigating.3,Mitigating.6,Mitigating.16,Mitigating.20,Mitigating.22,Mitigating.24,Mitigating.25,Mitigating.29,Mitigating.33,Mitigating.36,Mitigating.39,pleafirst,disorder,affray,GBH,intent,common,custody
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single blow,,,,,,common assault,immediate custody
41,,,,,,,,,,,,,provocation,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,common assault,
41,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,,,grievous bodily harm with intent,,immediate custody
41,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,isolated incident,,,,,,genuine remorse,,early guilty plea,,,,grievous bodily harm with intent,,immediate custody
41,,,,,,,use of weapon,,,,,,,,,,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
41,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,,grievous bodily harm,,,
41,,,,,,,,serious injury,,,,,,,,,,,,,,,,,,,,,,,,lack of maturity,,,,,,,,,,early guilty plea,,,grievous bodily harm,,,immediate custody
41,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,single blow,early guilty plea,,,grievous bodily harm,,,
41,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,genuine remorse,,early guilty plea,,,grievous bodily harm,,,
41,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,location,,ongoing effect,,,timing of the offence,,addressing addiction,,,,,,,,,genuine remorse,,,,,,grievous bodily harm with intent,,immediate custody
41,,,,,,,use of weapon,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,,,grievous bodily harm with intent,,immediate custody
41,,,,,,,use of weapon,,,,,,,,,less serious injury,,,on bail,,,,,location,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
41,,,,premeditation,,,use of weapon,,repeated assault,,,,,,,less serious injury,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,addressing addiction,,,,,,,,,genuine remorse,,early guilty plea,,,,grievous bodily harm with intent,,immediate custody
41,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,,,,,,,,lack of maturity,,,,,,no previous convictions,,,single blow,,,,grievous bodily harm,,,immediate custody
41,,,,,,,use of weapon,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,under influence drugs/alcohol,addressing addiction,,,,,,,,,genuine remorse,single blow,early guilty plea,,,grievous bodily harm,,,
41,,,,,,,,serious injury,,,,,,,,,,,,,,,,,,,presence of others,,,,,,,,,,,,,,single blow,early guilty plea,,,grievous bodily harm,,,immediate custody
41,,,,,,,use of weapon,,repeated assault,personally vulnerable,,mental disorder (related to the offence),,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,,,,grievous bodily harm,,,immediate custody
41,,,,premeditation,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,isolated incident,,,,no previous convictions,,genuine remorse,,early guilty plea,,,grievous bodily harm,,,immediate custody
41,,,,,,,use of weapon,,,personally vulnerable,,,,,,,,,,,,,,,,,presence of others,,,,,,,,,,,no previous convictions,,,,,,,grievous bodily harm,,,
41,,,,,,,use of weapon,,repeated assault,,lack of premeditation,,,,,,,,,,,,,location,,ongoing effect,presence of others,,,under influence drugs/alcohol,,,,,,medical condition,,,,,,early guilty plea,,,grievous bodily harm,,,immediate custody
41,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single blow,,,,grievous bodily harm,,,
41,,,,,,,,,,,lack of premeditation,,provocation,,,less serious injury,,,,,,,,location,,ongoing effect,,,,,,,,isolated incident,lapse of time,,,,,genuine remorse,,,,,grievous bodily harm,,,
41,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,lapse of time,,,,,genuine remorse,,,,,grievous bodily harm,,,
41,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,single blow,,,,grievous bodily harm,,,
41,,,,,,,,serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single blow,early guilty plea,,,grievous bodily harm,,,immediate custody
41,,,,,,,,,,,,,,selfdefence,,,,,,,,,,,,,presence of others,,,,,,,isolated incident,,,,,,,single blow,,,,grievous bodily harm,,,
41,,,,,,,use of weapon,,,personally vulnerable,,,,,,,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,single blow,,,,grievous bodily harm,,,immediate custody
41,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,single blow,,,,grievous bodily harm,,,
41,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
41,,,,,,,use of weapon,serious injury,,,lack of premeditation,,provocation,,,,,,,,,,,,,,presence of others,,,,,,good character,isolated incident,,,,no previous convictions,primary carer,genuine remorse,,,,,grievous bodily harm,,,
41,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,addressing addiction,,,,,,mental disability (general),no previous convictions,,genuine remorse,,,,,grievous bodily harm,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,,violent disorder,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,early guilty plea,violent disorder,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,,violent disorder,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,,violent disorder,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
42,,,,premeditation,,,use of weapon,,,,,,provocation,,subordinate role gang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
42,,,,,against race/religion,,,,repeated assault,,,,,,,less serious injury,,against public worker,,,,,gratuitous degradation,location,,,,,,,,,good character,,,,,no previous convictions,,,,,,affray,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
42,,,,,,,use of weapon,serious injury,repeated assault,,,,,,subordinate role gang,,,against public worker,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,affray,,,,immediate custody
42,,,,,,,use of weapon,,,,,,,,,,,against public worker,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
42,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,presence of others,,,,,,,,,,,,,,,early guilty plea,,affray,,,,
42,,,,,,,use of weapon,,,,,,provocation,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,affray,,,,
42,,,leading role gang,premeditation,,,use of weapon,,,,,,provocation,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,mental disability (general),,,,,,,affray,,,,
42,,,,,,,use of weapon,,,,,,,,,,,against public worker,,,failure to respond to warnings,,,location,,,presence of others,,,,addressing addiction,,,,,,,,,,,,,affray,,,,
42,,,,,,,,,repeated assault,,lack of premeditation,,,,,,,,,,,,,,,,presence of others,previous violence,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,,,affray,,,,immediate custody
42,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,previous violence,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,,affray,,,,immediate custody
42,,,,premeditation,,,use of weapon,,,,,,,,subordinate role gang,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,affray,,,,immediate custody
42,,,leading role gang,,,,use of weapon,,,,,,,,,,,,,,,,,location,,,,,timing of the offence,,,lack of maturity,,,,,,,,,,,,affray,,,,
42,,,,,,,use of weapon,,,,,,,,subordinate role gang,less serious injury,,,,,,,,,,,,,,,,,,isolated incident,,,,no previous convictions,,genuine remorse,,early guilty plea,,affray,,,,
42,,,,,,,use of weapon,,,,,,,,,,,against public worker,,,failure to respond to warnings,,,,,,presence of others,,,under influence drugs/alcohol,,,good character,,,,,no previous convictions,,genuine remorse,,,,affray,,,,immediate custody
42,,,,,,,use of weapon,serious injury,,,,,,,,,,,,victim forced to leave home,,failure to comply with court orders,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
42,,,leading role gang,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,addressing addiction,,,,,,,,,,,early guilty plea,,affray,,,,immediate custody
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
42,,,leading role gang,premeditation,,,use of weapon,,,,,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,,,affray,,,,immediate custody
42,,,,,,,,,,,,,,,,,,,,,,,,location,,,presence of others,,timing of the offence,,,,good character,,,,,,,genuine remorse,,,,affray,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
42,,,,,,,,serious injury,,,,,,,,,,,,,,,,,,,,,,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,,
42,,,,,,,,,,,,,provocation,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,,
42,,,leading role gang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,affray,,,,
42,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,,,ongoing effect,,,,,addressing addiction,,,,lapse of time,,,,,,,,,,,,,
42,,intent more harm,,premeditation,,,use of weapon,serious injury,,,,,,,,,,,,,,,,location,,,,,,,,,,,,,,,,,single blow,,,,,,,immediate custody
42,,,,,,,use of weapon,,repeated assault,,lack of premeditation,,,,subordinate role gang,,,,,,,,,location,,,presence of others,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
42,,,,,,,,,repeated assault,personally vulnerable,,,,,,,,,on bail,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
42,,,leading role gang,,against race/religion,,use of weapon,,repeated assault,,,,,,,,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,early guilty plea,,,,,,immediate custody
42,,,,,,,use of weapon,,,,,,,selfdefence,,,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,,,early guilty plea,,,,,,
42,,,,premeditation,,,,serious injury,,,,,,,,,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,single blow,,,,,,,immediate custody
42,,,,,,,use of weapon,,repeated assault,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
42,,,,,,,use of weapon,,repeated assault,,,,,,,,,against public worker,,,,,,,,,presence of others,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
42,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,,
42,,,,,,vulnerable victim,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,lack of maturity,,,,,,no previous convictions,,,,,,,,,,
42,,,,,,vulnerable victim,,serious injury,,personally vulnerable,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,no previous convictions,,,single blow,early guilty plea,,,,,,immediate custody
42,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,
42,,intent more harm,,,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
42,,,leading role gang,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
42,,,leading role gang,,,,,,,,,,,,,,,,,,,,,location,,ongoing effect,presence of others,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
42,,,,,,,use of weapon,serious injury,,,,,,,,,,against public worker,,,,,,,,,presence of others,,,under influence drugs/alcohol,,lack of maturity,,isolated incident,,,,no previous convictions,,genuine remorse,,,,,,,,immediate custody
42,,,,,,,,,repeated assault,personally vulnerable,,,,,,,,,,,,,,location,,,,previous violence,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
42,,,,,,,,,,,lack of premeditation,,provocation,selfdefence,,less serious injury,,,,,,,,,,,,,,under influence drugs/alcohol,,,,isolated incident,,,,,,genuine remorse,,,,,,,,
42,,,,,,,use of weapon,,,,lack of premeditation,,,,,,,,,,,,,location,,ongoing effect,,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,genuine remorse,single blow,early guilty plea,,,,,,
42,,intent more harm,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,location,,,presence of others,,timing of the offence,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
42,,,,premeditation,,,use of weapon,,,,,,,,,less serious injury,,,,,,,gratuitous degradation,,,,,,,,,,,,,,,,primary carer,,,early guilty plea,,,,,,
42,,,,,,,use of weapon,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,no previous convictions,,,,early guilty plea,,,,,,
42,,,,,,,use of weapon,,,,,,,,,,,,,,,,,location,,ongoing effect,,,,under influence drugs/alcohol,,,good character,isolated incident,,,,,,genuine remorse,,,,,,,,
42,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,location,,,presence of others,,timing of the offence,under influence drugs/alcohol,,,good character,,,,,,,genuine remorse,,early guilty plea,,,,,,immediate custody
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,,,,,,,,,
42,,,,premeditation,,,,,,,,,,,,,,,,,,,,location,,,,,,,,,,,,,,,,,single blow,,,,,,,immediate custody
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
42,,,,,,,use of weapon,serious injury,repeated assault,,,,,,,,,,,,,,,location,,ongoing effect,,,,,,,good character,,,,,,,genuine remorse,,early guilty plea,,,,,,
42,,,,,,vulnerable victim,,,repeated assault,personally vulnerable,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
42,,,,,,,,,repeated assault,,,,,,,,,against public worker,,,,,,,,ongoing effect,presence of others,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,,,,,,,immediate custody
42,,,,,,,use of weapon,,repeated assault,,lack of premeditation,,,,subordinate role gang,,,,,,,,,location,,,,,,,addressing addiction,lack of maturity,good character,isolated incident,,,,no previous convictions,,genuine remorse,,early guilty plea,,,,,,
42,,,,premeditation,,,use of weapon,serious injury,repeated assault,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
42,,,,,,,,serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,
42,,,leading role gang,,,,,,repeated assault,,,,,,,,,,,,,,,location,,,presence of others,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
42,,,leading role gang,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,on licence,ongoing effect,,,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,grievous bodily harm,,,immediate custody
42,,intent more harm,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,single blow,,,,grievous bodily harm,,,immediate custody
42,,,,premeditation,,,,,,,,,,,subordinate role gang,,,,,,,failure to comply with court orders,,,,,presence of others,,,,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
42,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,location,,ongoing effect,presence of others,,timing of the offence,,,,,,,,,,,genuine remorse,single blow,,,,grievous bodily harm,,,immediate custody
42,,intent more harm,,premeditation,,,use of weapon,,,,,,,,,less serious injury,,,,,,failure to comply with court orders,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,single blow,,,,grievous bodily harm,,,immediate custody
42,,,,premeditation,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,mental disability (general),,,,,,,,grievous bodily harm,,,immediate custody
42,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,,isolated incident,,,,,,,single blow,,,,grievous bodily harm,,,immediate custody
42,,,leading role gang,,,,use of weapon,,repeated assault,,,,,,,,,,,,,failure to comply with court orders,,,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,grievous bodily harm,,,immediate custody
42,,,,,,,use of weapon,serious injury,repeated assault,,,,,,,,,,on bail,,,,,,,,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
42,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,,,,grievous bodily harm,,,immediate custody
42,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,location,,,,previous violence,,,,,,,,,,,,,single blow,,,,grievous bodily harm,,,
42,,,,,,,use of weapon,,,,lack of premeditation,,,,,,,,,,,,,location,,ongoing effect,,,timing of the offence,under influence drugs/alcohol,,,,,,,,,primary carer,,,early guilty plea,,,grievous bodily harm,,,
42,,,leading role gang,,,,use of weapon,serious injury,,,,,,,,,,,,,,failure to comply with court orders,,,,,,,,,,,,,,,,,,,,early guilty plea,,,grievous bodily harm,,,immediate custody
42,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,failure to comply with court orders,,,,,,,,,,,,,,,,,,genuine remorse,,early guilty plea,,,grievous bodily harm,,,immediate custody
42,,,leading role gang,,,,,,repeated assault,,lack of premeditation,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,good character,,,,,,,,,,,,grievous bodily harm,,,
42,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,ongoing effect,,,,,,,good character,,,,,no previous convictions,,,single blow,,,,grievous bodily harm,,,
42,,,,,,,,,,,,mental disorder (related to the offence),,,,,,,,,,,,,,,,,,,,,,,,medical condition,mental disability (general),,,,,early guilty plea,,,grievous bodily harm,,,
42,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,location,,,,,,,,,,isolated incident,,,,,,,single blow,,,,grievous bodily harm,,,
42,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,on licence,,,,,,,,,,,,,,,,single blow,early guilty plea,,,grievous bodily harm,,,immediate custody
42,,,,,,,,serious injury,,personally vulnerable,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,grievous bodily harm,,,immediate custody
42,deliberate harm,intent more harm,,premeditation,,,use of weapon,serious injury,,,,,,,,,,,,,,,,location,,,presence of others,previous violence,,under influence drugs/alcohol,addressing addiction,,,,,,,no previous convictions,,,,,,,,grievous bodily harm with intent,,immediate custody
42,,,,,,,,serious injury,,,,,,selfdefence,,,,,,,,,,,,ongoing effect,,,,,,lack of maturity,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,grievous bodily harm,,,
42,,,,premeditation,,,,,,personally vulnerable,,,,,,,,,,,,,,,,ongoing effect,,,,,,,,,,medical condition,,no previous convictions,,,,,,,grievous bodily harm,,,
42,,,,,,,use of weapon,,repeated assault,,,,,,,,,,on bail,,,,,,,,presence of others,,,under influence drugs/alcohol,,,,,,,,no previous convictions,,,,early guilty plea,,,grievous bodily harm,,,immediate custody
42,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,failure to comply with court orders,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,single blow,early guilty plea,,,grievous bodily harm,,,immediate custody
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common assault,
42,,,,,,,,,,,,,,,,,,against public worker,,,,failure to comply with court orders,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,common assault,immediate custody
42,,,,,,,,,,,,,,,subordinate role gang,,,,,,,,,,,,presence of others,,,,,lack of maturity,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,common assault,
42,,,,,,vulnerable victim,,,repeated assault,personally vulnerable,,,,,,,,,,victim forced to leave home,,failure to comply with court orders,,location,,ongoing effect,presence of others,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,,,,,common assault,immediate custody
43,,,,,,,,,repeated assault,,,,,,subordinate role gang,,,,,,,,,,,,,,,,,lack of maturity,good character,,,,,no previous convictions,,,,,,,,,,
43,,,,,,,,serious injury,,,,,,,,,,against public worker,,,,,,location,,ongoing effect,,previous violence,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,single blow,,,,,,,
43,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,good character,isolated incident,,medical condition,,no previous convictions,,genuine remorse,single blow,,,,,,,
43,,,leading role gang,,,,use of weapon,serious injury,,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,genuine remorse,,,,,,,,immediate custody
43,,,,premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,lack of premeditation,,,,subordinate role gang,,,,,,,,,,,,,,,,addressing addiction,lack of maturity,good character,isolated incident,,,,no previous convictions,,genuine remorse,,early guilty plea,,,,,,
43,,,,premeditation,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,single blow,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,repeated assault,,lack of premeditation,,,,,,abuse of trust,,on bail,,failure to respond to warnings,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,,,,,,,immediate custody
43,,,,,,,,,,,,,,,subordinate role gang,less serious injury,,against public worker,,,,,,,,,presence of others,,,,,,good character,,,,,no previous convictions,,,single blow,,,,,,,
43,,,,,,,,,,,,,,,subordinate role gang,,,,,,,,,location,,,presence of others,,,,,,,,,,,,,genuine remorse,,,,,,,,
43,,,,,,,,serious injury,repeated assault,,,,,,,,,,,,,,,location,,ongoing effect,presence of others,,,,,,,,,,,,,,,,,,,,,immediate custody
43,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
43,,,,,,,use of weapon,,,,,,,,,less serious injury,,against public worker,,,,,,location,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,single blow,early guilty plea,,,,,,
43,,,,,,,,,,,lack of premeditation,,provocation,,,less serious injury,,,,,,,,location,,,,,timing of the offence,under influence drugs/alcohol,,,,,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,,
43,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
43,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,ongoing effect,,,,,,lack of maturity,,,,,,,,,,early guilty plea,,,,,,immediate custody
43,,,,,,,use of weapon,,,,,,,,,,,,,,,,,location,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,provocation,,,less serious injury,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,no previous convictions,,,single blow,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,addressing addiction,,,,,,,,,genuine remorse,,,,,,,,
43,,,leading role gang,,,,,,repeated assault,personally vulnerable,,,,,,,,,,,,,,,,ongoing effect,,,,,,lack of maturity,,,,,,,,,,early guilty plea,,,,,,immediate custody
43,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
43,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
43,deliberate harm,,,,,,,serious injury,,,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,lapse of time,,,,,,,early guilty plea,,,,,,
43,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,lack of premeditation,,provocation,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,single blow,,,,,,,
43,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,good character,isolated incident,,,,,,genuine remorse,single blow,,,,,,,
43,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,
43,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,single blow,early guilty plea,,,,,,
43,,,,premeditation,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,good character,,,,,,,,single blow,,,,,,,
43,,,,,,,,,,,,,provocation,,,less serious injury,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,,single blow,,,,,,,
43,,,leading role gang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,use of weapon,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,lack of maturity,,,,,,,,genuine remorse,,,,,,,,
43,,,,,,,,,,,,,,selfdefence,,,,,,,,,,,,,,,,,,lack of maturity,,isolated incident,,,mental disability (general),no previous convictions,,genuine remorse,single blow,,,,,,,
43,,,,,,vulnerable victim,,,repeated assault,personally vulnerable,,,,,,,,,,,,,gratuitous degradation,location,,ongoing effect,presence of others,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
43,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,,
43,,,,,,,,,,,,,,,subordinate role gang,,,,,,,,,,,,,,,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,,early guilty plea,,,,,,
