Sentencing.court,Step1HigherCulpA,Step1HigherCulpC,Step1HigherCulpD,Step1HigherCulpF,Step1HigherCulpG,Step1HigherCulpI,Step1HigherCulpJ,Step1HigherHarmA,Step1HigherHarmB,Step1HigherHarmC,Step1LowerCulpA,Step1LowerCulpB,Step1LowerCulpC,Step1LowerCulpD,Step1LowerCulpE,Step1LowerHarmA,Aggravating.3,Aggravating.5,Aggravating.9,Aggravating.19,Aggravating.25,Aggravating.26,Aggravating.28,Aggravating.37,Aggravating.44,Aggravating.45,Aggravating.54,Aggravating.55,Aggravating.70,Aggravating.72,Mitigating.3,Mitigating.6,Mitigating.16,Mitigating.20,Mitigating.22,Mitigating.24,Mitigating.25,Mitigating.29,Mitigating.33,Mitigating.36,Mitigating.39,pleafirst,disorder,affray,GBH,intent,common,custody
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
73,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,addressing addiction,lack of maturity,,isolated incident,,,,,,genuine remorse,,,,,,,,
73,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,location,,,,,,under influence drugs/alcohol,addressing addiction,,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,,
73,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,location,,,,,,under influence drugs/alcohol,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,,,,,,,
73,,,,,,,use of weapon,serious injury,repeated assault,,,,,,,,abuse of trust,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,,,,,,,immediate custody
73,,,leading role gang,,,vulnerable victim,use of weapon,,repeated assault,,,,,,,less serious injury,,,,,,,,location,,ongoing effect,presence of others,,,,,,,isolated incident,,,,,,,,,,,,,,
73,,,,,,,,,,,,,provocation,,subordinate role gang,less serious injury,,,,,,,,,,,,,,,,lack of maturity,,isolated incident,,,,,,,,early guilty plea,,,,,,
73,,,,,,,,,,,lack of premeditation,,,,subordinate role gang,less serious injury,,,,,,,,location,,,presence of others,,,,,,,,,,,no previous convictions,primary carer,,single blow,,,,,,,
73,,,leading role gang,,,vulnerable victim,use of weapon,,,,,,,,,less serious injury,,,,,failure to respond to warnings,,,location,,ongoing effect,presence of others,,,,,,,,,,,,,,,,,,,,,immediate custody
73,,,,,,,use of weapon,,,,,,,,,,,,,,,,,location,,ongoing effect,,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,,,affray,,,,
73,,,,,,,,serious injury,,,lack of premeditation,,,,subordinate role gang,less serious injury,,,,,,,,location,,ongoing effect,presence of others,,,under influence drugs/alcohol,,,,,,,,,primary carer,,,early guilty plea,,affray,,,,immediate custody
73,,,,,,,,,,,,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,,,affray,,,,immediate custody
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
73,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,location,,,,,,under influence drugs/alcohol,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,affray,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
73,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,location,,,,,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,affray,,,,
73,,,,,,,use of weapon,,repeated assault,personally vulnerable,,,,,subordinate role gang,less serious injury,,,,,,,,location,,,presence of others,,,,,,,isolated incident,,,,,,,,,,affray,,,,
73,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,victim forced to leave home,,,,,,,presence of others,,,under influence drugs/alcohol,addressing addiction,,,isolated incident,,,,no previous convictions,,genuine remorse,,early guilty plea,,affray,,,,
73,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,,,good character,,,,,no previous convictions,,genuine remorse,,,,,,,,
73,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,location,,ongoing effect,presence of others,,,under influence drugs/alcohol,addressing addiction,,,,,,,,,,,,,,,,,immediate custody
73,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,,
73,,,leading role gang,,,,use of weapon,,repeated assault,,,,,,,less serious injury,,,,,,,,location,,ongoing effect,presence of others,,,,,,,isolated incident,,,,,,,,,,,,,,
73,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,location,,,,,,,,,good character,,,,,no previous convictions,,,,early guilty plea,,,,,,
73,,,,premeditation,,,use of weapon,serious injury,,,,,,,,,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,,,,isolated incident,,,,,,genuine remorse,,early guilty plea,,,,,,immediate custody
73,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,on bail,,,,,,,,,,,under influence drugs/alcohol,,,,isolated incident,,,,no previous convictions,,genuine remorse,single blow,,,,,,,
73,,,,,,,,,repeated assault,,,,,,,less serious injury,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,lack of maturity,good character,,,,,,,genuine remorse,,,,,,,,
73,,,leading role gang,,,vulnerable victim,use of weapon,,repeated assault,,,,,,,less serious injury,,,,,,,,,,ongoing effect,presence of others,,,,,lack of maturity,,isolated incident,,,,no previous convictions,,,single blow,,,,,,,
73,deliberate harm,,,,,,,serious injury,repeated assault,personally vulnerable,,,,,,,,,,,,failure to comply with court orders,,location,,ongoing effect,,,timing of the offence,,,,,,,,,,,,,early guilty plea,,,,,common assault,immediate custody
73,,,,,,,,,,,lack of premeditation,,provocation,,subordinate role gang,less serious injury,,,,,,,,,,,,,,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,common assault,
73,,,,,,,,,,,,,,,,less serious injury,,,,,,failure to comply with court orders,,,,,presence of others,,,,,,,,,,,,,,,early guilty plea,,,,,common assault,immediate custody
73,,,,,,,,serious injury,,,,,,,,,,,,,,failure to comply with court orders,,,,ongoing effect,,previous violence,,,,,,,,,,,,,,early guilty plea,,,,,common assault,immediate custody
73,,,,,,,,,,,,,,,,less serious injury,,,,,,failure to comply with court orders,,location,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
73,,,,premeditation,,vulnerable victim,use of weapon,serious injury,,,,,,,,,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
73,,,,,,,use of weapon,serious injury,,personally vulnerable,,,,,,,,,,,,,,location,on licence,,presence of others,,,under influence drugs/alcohol,,lack of maturity,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
73,,,,,,,,serious injury,repeated assault,,,,,,,,,,on bail,,,failure to comply with court orders,,,,ongoing effect,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
73,,,,,,,,serious injury,,,lack of premeditation,,provocation,,,,,,,,,,,,,,,,,under influence drugs/alcohol,addressing addiction,lack of maturity,,,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,grievous bodily harm,,,
73,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,location,,,,,,under influence drugs/alcohol,,,,,,,,no previous convictions,,genuine remorse,,,,,grievous bodily harm,,,
73,,,,,,,,serious injury,,,,,,,,,,,,,,,,location,,ongoing effect,,,timing of the offence,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,grievous bodily harm,,,
73,,,,,,,,serious injury,,,,,,,,,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,,,,,,medical condition,mental disability (general),,,,single blow,,,,grievous bodily harm,,,
73,,,,,,,,serious injury,repeated assault,,,,,,,,,,,,,,,,,ongoing effect,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
73,,,,,,,,serious injury,,,,,,,,,,against public worker,,,,,,location,,,,,,under influence drugs/alcohol,addressing addiction,,,,,,,,,genuine remorse,,,,,grievous bodily harm,,,
73,,,,,,,use of weapon,serious injury,repeated assault,,,,,,,,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,,lack of maturity,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
73,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,addressing addiction,,,,,,,,,genuine remorse,single blow,,,,grievous bodily harm,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
27,,,,,,,,,,personally vulnerable,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,,,,,,,
27,,,,,,,,,repeated assault,,lack of premeditation,,provocation,,,less serious injury,,,,,,,,,,,,,,,,lack of maturity,good character,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
27,,,,,,,use of weapon,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,genuine remorse,single blow,,,,,,,immediate custody
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,use of weapon,,,,lack of premeditation,,,,,less serious injury,,,,,,,,location,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,immediate custody
27,,,,,,,,,repeated assault,personally vulnerable,,,,,,,,,,,,failure to comply with court orders,,,,,,previous violence,,,,,,,,,,,,genuine remorse,single blow,early guilty plea,,,,,,
27,,,,,,,use of weapon,,,,lack of premeditation,,,,,,,against public worker,,,,,,,,,,,,,,,,,,,,,primary carer,genuine remorse,,,,,,,,
27,,,,,,,,,repeated assault,,,,,,,,,,,victim forced to leave home,,,gratuitous degradation,location,,ongoing effect,,,,,,,,,,,,,,genuine remorse,,,,,,,,immediate custody
27,,,,,,,,,,,,,,,,,,against public worker,,,,,,location,on licence,,,,,,,,,,,,,,,,,,,,,,,immediate custody
27,,,,,,vulnerable victim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,early guilty plea,,,,,,
27,,,,premeditation,,vulnerable victim,,,repeated assault,,,,,,,,,,,,,failure to comply with court orders,,,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,immediate custody
27,,,,,,vulnerable victim,,,,,,,,,,less serious injury,,,,,,,,location,,ongoing effect,,,,,,,,,,,,no previous convictions,,,,,,,,,,immediate custody
27,deliberate harm,,,,,vulnerable victim,use of weapon,,repeated assault,personally vulnerable,,,,,,,,,,,,,,,,ongoing effect,,,,,,,good character,,,,,no previous convictions,,,,early guilty plea,,,,,,immediate custody
27,,,leading role gang,,,,,,,,,,,,,,,,,,,,,,,,presence of others,,,,,,,isolated incident,,,mental disability (general),no previous convictions,,genuine remorse,,,,,,,,
27,,,,,,,,serious injury,repeated assault,personally vulnerable,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
27,,,,premeditation,,,,,,,,,,,,less serious injury,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,addressing addiction,,,,,,,,,genuine remorse,,early guilty plea,,,,,,
27,,,,,,,use of weapon,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single blow,,,,,,,immediate custody
27,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,isolated incident,,,,,,,single blow,,,,,,,
27,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,no previous convictions,,genuine remorse,,,,,,,,immediate custody
27,,,leading role gang,,,,,,repeated assault,,,,,,,,,,,,,,,location,,ongoing effect,,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,early guilty plea,,,,,,immediate custody
27,,,,premeditation,,,use of weapon,serious injury,,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
27,deliberate harm,,,,,,,,,,,,,,,,,against public worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,premeditation,,,,,repeated assault,,,,,,,,,,,,,,,location,,,presence of others,,,,,,,isolated incident,,,,,primary carer,genuine remorse,,early guilty plea,,,,,,
27,,,,premeditation,,,use of weapon,,repeated assault,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,premeditation,,,use of weapon,serious injury,,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
27,,,,,,,,,,,lack of premeditation,,provocation,selfdefence,,,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,genuine remorse,,,,,,,,
27,,,,,,,,,,,lack of premeditation,,provocation,selfdefence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
27,,,,,,,use of weapon,,,personally vulnerable,,,,,,,,against public worker,,,,,,,,,,,,,,lack of maturity,,isolated incident,,,,,,,,,,,,,,
27,,,,,,,,,,,lack of premeditation,,provocation,,subordinate role gang,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
27,,,,,,,use of weapon,,,,,mental disorder (related to the offence),,,,less serious injury,,,,,,,,,,,,,,,,,,,,,mental disability (general),,,,single blow,,,,,,,
27,,,,,against race/religion,,,,,,lack of premeditation,,,,,less serious injury,,against public worker,,,,,,,,,,,,,,,,,,,,no previous convictions,,,single blow,early guilty plea,,,grievous bodily harm,,,
27,deliberate harm,,leading role gang,,,,,serious injury,repeated assault,,,,,,,,,,,,,,,location,,,,,timing of the offence,,,,,,,,,,,genuine remorse,,early guilty plea,,affray,,,,immediate custody
27,,,,,,,use of weapon,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,isolated incident,,,,no previous convictions,,genuine remorse,,,,affray,,,,
27,,,,,,,,serious injury,,,,,,,subordinate role gang,,,,,,,,,location,,,,,timing of the offence,under influence drugs/alcohol,,,good character,,,,,no previous convictions,,genuine remorse,,early guilty plea,,affray,,,,
27,,,leading role gang,,,,,,,,,,provocation,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
27,,,,,,,use of weapon,serious injury,,,lack of premeditation,,provocation,selfdefence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
27,,,,,,,,serious injury,,,,,,,subordinate role gang,,,,,,,,,location,,,,,timing of the offence,under influence drugs/alcohol,,,good character,,,,,no previous convictions,,genuine remorse,,early guilty plea,,affray,,,,
27,,,leading role gang,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,affray,,,,
27,,,,,,,use of weapon,,,,lack of premeditation,,,,,,,,,,,,,,,,presence of others,,,,,lack of maturity,,,,,,,,,,early guilty plea,,affray,,,,immediate custody
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,,,affray,,,,immediate custody
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lack of maturity,,,,,,no previous convictions,,,,early guilty plea,,affray,,,,
27,deliberate harm,,,,,,,,repeated assault,,lack of premeditation,,,,,,,,,,,,,,,,presence of others,,timing of the offence,,,,,,,,,no previous convictions,,,,early guilty plea,,affray,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
27,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
27,,,,,,,,,,,,,,,subordinate role gang,,,,,,,,,,,,presence of others,,,,,,good character,isolated incident,,,,,,genuine remorse,,,,affray,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
27,,intent more harm,,,,,,,,personally vulnerable,,,,,subordinate role gang,less serious injury,,,,,,,,,,,presence of others,,,,,,,,,,,,,,,early guilty plea,,affray,,,,immediate custody
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lack of maturity,,,,,,,,,,early guilty plea,,affray,,,,
27,,,,,,vulnerable victim,,serious injury,,,,,,,,,,against public worker,on bail,,,,,location,,ongoing effect,,,,,,lack of maturity,,,,,,,,,,,,affray,,,,immediate custody
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,early guilty plea,,affray,,,,
27,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,victim forced to leave home,,,,,,,,,,under influence drugs/alcohol,,,,,,,,no previous convictions,,genuine remorse,,early guilty plea,,,,,,immediate custody
27,,,,,,vulnerable victim,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
27,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,good character,isolated incident,,,,no previous convictions,,,single blow,,,,,,,
27,,,,,,,,serious injury,,,,,,,,,,against public worker,,,,,,,,,,,,,,,good character,,,,,,,,,,,,,,,immediate custody
27,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,good character,isolated incident,,,,,,genuine remorse,single blow,,,,,,,
27,,,,,,,use of weapon,,,personally vulnerable,,,,,,,,,on bail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
27,,,,premeditation,,vulnerable victim,,serious injury,,,,,,,,,,,,,,,,location,,,,,,,,,,,,,,no previous convictions,primary carer,genuine remorse,single blow,early guilty plea,,,,,,immediate custody
27,,,,,,,,serious injury,,,,,,,,,,,,,,,,location,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
27,,,,,,,,serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
27,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,presence of others,previous violence,,,,,,,,,,,,,,,,affray,,,,
27,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,ongoing effect,,,,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,,
27,,,,,,,,,,,lack of premeditation,,,selfdefence,,,,,,,,,,,,ongoing effect,,,,,,,,,lapse of time,,,,,,,,,,,,,
27,,,,,,,,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
27,,,,,,,use of weapon,,,personally vulnerable,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,,early guilty plea,,,,,,
27,deliberate harm,,,,,,,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,,,,,,,
27,,,,,,,,serious injury,repeated assault,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,intent more harm,,premeditation,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,,,presence of others,previous violence,,,,,,isolated incident,,,,,,,single blow,,,,,grievous bodily harm with intent,,immediate custody
27,,,,,,vulnerable victim,use of weapon,serious injury,repeated assault,personally vulnerable,,,,,,,,,,,,,gratuitous degradation,,,ongoing effect,,,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,grievous bodily harm with intent,,immediate custody
27,,intent more harm,,,,,use of weapon,serious injury,repeated assault,,,,,,,,,,on bail,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,,,grievous bodily harm with intent,,immediate custody
27,,intent more harm,,premeditation,,vulnerable victim,use of weapon,,repeated assault,personally vulnerable,,,,,,,,,,victim forced to leave home,,,,,,ongoing effect,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,grievous bodily harm with intent,,immediate custody
27,deliberate harm,,,,,vulnerable victim,use of weapon,serious injury,repeated assault,personally vulnerable,,,,,,,,,,,,,,location,,ongoing effect,,,timing of the offence,,,,good character,,,,,no previous convictions,,genuine remorse,,,,,grievous bodily harm,,,immediate custody
27,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,single blow,early guilty plea,,,grievous bodily harm,,,
27,,,,,,,use of weapon,,,,lack of premeditation,,,,,,,against public worker,,,,,,location,,,,,,under influence drugs/alcohol,addressing addiction,,good character,isolated incident,lapse of time,,,no previous convictions,,genuine remorse,,early guilty plea,,,grievous bodily harm,,,
27,,,,,,,,,,,lack of premeditation,,,selfdefence,,,,,,,,,,,,ongoing effect,,,,,,,good character,,,,,no previous convictions,,genuine remorse,single blow,,,,grievous bodily harm,,,
27,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,lack of maturity,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,grievous bodily harm,,,
27,,,,,,,use of weapon,serious injury,,,,,,selfdefence,,,,,on bail,,,,,,on licence,ongoing effect,,,,,,,,,,,,,,,single blow,,,,grievous bodily harm,,,immediate custody
27,,,,,,,use of weapon,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,ongoing effect,,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,,,,grievous bodily harm,,,immediate custody
27,,,,,,,,serious injury,,,,,provocation,,,,,,,,,,,,,,,,,,,,,,,,mental disability (general),no previous convictions,,,,early guilty plea,,,grievous bodily harm,,,
27,,,,,,,use of weapon,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,good character,,,medical condition,,,,genuine remorse,single blow,,,,grievous bodily harm,,,
